Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_Aaron Gordon,Player_Aaron Holiday,Player_Al Horford,Player_Alex Caruso,Player_Andre Drummond,Player_Andre Iguodala,Player_Andrew Wiggins,Player_Anthony Edwards,Player_Austin Rivers,Player_Ayo Dosunmu,Player_Bam Adebayo,Player_Bismack Biyombo,Player_Bobby Portis,Player_Bogdan Bogdanovi?,Player_Bojan Bogdanovi?,Player_Bones Hyland,Player_Brandon Clarke,Player_Brandon Ingram,Player_Brook Lopez,Player_Bruce Brown,Player_Bryn Forbes,Player_CJ McCollum,Player_Caleb Martin,Player_Cameron Johnson,Player_Cameron Payne,Player_Charles Bassey,Player_Chris Boucher,Player_Chris Paul,Player_Clint Capela,Player_Coby White,Player_D'Angelo Russell,Player_D?vis Bert?ns,Player_Damion Lee,Player_Daniel Theis,Player_Danilo Gallinari,Player_Danny Green,Player_Danuel House Jr.,Player_De'Andre Hunter,Player_De'Anthony Melton,Player_DeMar DeRozan,Player_DeMarcus Cousins,Player_Deandre Ayton,Player_Delon Wright,Player_Derrick Jones Jr.,Player_Derrick White,Player_Desmond Bane,Player_Devin Booker,Player_Devonte' Graham,Player_Dewayne Dedmon,Player_Dillon Brooks,Player_Donovan Mitchell,Player_Dorian Finney-Smith,Player_Draymond Green,Player_Duncan Robinson,Player_Dwight Powell,Player_Elfrid Payton,Player_Eric Paschall,Player_Frank Ntilikina,Player_Fred VanVleet,Player_Furkan Korkmaz,Player_Gabe Vincent,Player_Gary Payton II,Player_Gary Trent Jr.,Player_Georges Niang,Player_Giannis Antetokounmpo,Player_Goran Dragi?,Player_Grant Williams,Player_Grayson Allen,Player_Greg Monroe,Player_Hassan Whiteside,Player_Herbert Jones,Player_Isaiah Joe,Player_Ish Wainright,Player_Ja Morant,Player_JaMychal Green,Player_Jaden McDaniels,Player_Jaden Springer,Player_Jae Crowder,Player_Jalen Brunson,Player_James Harden,Player_Jaren Jackson Jr.,Player_Jarred Vanderbilt,Player_Jarrett Culver,Player_Jaxson Hayes,Player_Jaylen Brown,Player_Jaylen Nowell,Player_Jayson Tatum,Player_Jeff Green,Player_Jevon Carter,Player_Jimmy Butler,Player_Joel Embiid,Player_John Collins,Player_John Konchar,Player_Jonas Valan?i?nas,Player_Jonathan Kuminga,Player_Jordan Clarkson,Player_Jordan Poole,Player_Jose Alvarado,Player_Josh Green,Player_Jrue Holiday,Player_Juan Toscano-Anderson,Player_Karl-Anthony Towns,Player_Kevin Durant,Player_Kevin Huerter,Player_Kevon Looney,Player_Khem Birch,Player_Khris Middleton,Player_Klay Thompson,Player_Kyle Anderson,Player_Kyle Lowry,Player_Kyrie Irving,Player_Landry Shamet,Player_Larry Nance Jr.,Player_Luka Don?i?,Player_Malik Beasley,Player_Marcus Smart,Player_Marquese Chriss,Player_Matisse Thybulle,Player_Max Strus,Player_Maxi Kleber,Player_Mikal Bridges,Player_Mike Conley,Player_Monte Morris,Player_Moses Moody,Player_Naz Reid,Player_Nemanja Bjelica,Player_Nikola Joki?,Player_Nikola Vu?evi?,Player_OG Anunoby,Player_Omer Yurtseven,Player_Onyeka Okongwu,Player_Otto Porter Jr.,Player_P.J. Tucker,Player_Pascal Siakam,Player_Pat Connaughton,Player_Patrick Beverley,Player_Patrick Williams,Player_Paul Reed,Player_Payton Pritchard,Player_Precious Achiuwa,Player_Rayjon Tucker,Player_Reggie Bullock,Player_Robert Williams,Player_Royce O'Neale,Player_Rudy Gobert,Player_Scottie Barnes,Player_Seth Curry,Player_Shake Milton,Player_Spencer Dinwiddie,Player_Stephen Curry,Player_Sterling Brown,Player_Steven Adams,Player_Taurean Prince,Player_Thaddeus Young,Player_Thanasis Antetokounmpo,Player_Tobias Harris,Player_Torrey Craig,Player_Trae Young,Player_Trey Burke,Player_Tristan Thompson,Player_Troy Brown Jr.,Player_Tyler Herro,Player_Tyrese Maxey,Player_Tyus Jones,Player_Victor Oladipo,Player_Wesley Matthews,Player_Will Barton,Player_Yuta Watanabe,Player_Zach LaVine,Player_Ziaire Williams,Pos_Center,Pos_Point Guard,Pos_Power Forward,Pos_Shooting Guard,Pos_Small Forward,Age_Group_Middle-aged,Age_Group_Old,Age_Group_Young
29.0,4,0,26.8,5.0,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2.0,2.5,0.8,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32.0,6,6,35.7,6.5,13.5,0.481,1.8,5.5,0.333,4.7,8.0,0.583,0.549,3.2,4.0,0.792,0.5,3.7,4.2,1.7,0.3,0.0,2.0,4.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,10,10,36.6,7.9,17.5,0.451,2.8,6.5,0.431,5.1,11.0,0.464,0.531,4.7,5.3,0.887,1.0,3.8,4.8,4.4,0.5,0.4,3.2,2.5,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29.0,6,0,21.7,4.3,7.0,0.619,1.0,2.5,0.4,3.3,4.5,0.741,0.69,1.5,1.7,0.9,2.0,3.8,5.8,0.2,0.2,1.2,0.3,2.2,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25.0,13,13,38.5,5.1,10.6,0.478,1.0,2.5,0.394,4.1,8.1,0.505,0.525,2.2,2.3,0.933,0.9,3.8,4.7,2.8,1.1,1.0,0.8,2.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26.0,11,11,30.5,5.5,15.6,0.349,2.3,6.5,0.347,3.2,9.1,0.35,0.422,1.5,2.3,0.64,0.7,2.0,2.7,2.7,1.0,0.3,2.0,3.3,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25.0,4,4,34.8,5.3,9.3,0.568,1.5,3.5,0.429,3.8,5.8,0.652,0.649,2.0,2.5,0.8,1.5,3.3,4.8,2.8,1.3,0.8,2.3,4.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25.0,24,24,38.3,8.2,17.5,0.47,2.5,6.7,0.373,5.7,10.8,0.531,0.542,4.2,5.5,0.763,1.4,5.5,6.9,3.5,1.1,0.4,3.1,3.0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26.0,9,0,2.9,0.3,1.1,0.3,0.0,0.4,0.0,0.3,0.7,0.5,0.3,0.6,0.8,0.714,0.1,0.8,0.9,0.3,0.4,0.2,0.3,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22.0,3,0,12.3,1.7,5.7,0.294,0.7,3.7,0.182,1.0,2.0,0.5,0.353,0.0,0.0,0.3820000000000001,0.3,2.3,2.7,1.0,0.7,0.0,1.0,0.7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,18,18,34.9,8.1,17.3,0.466,1.4,4.2,0.347,6.6,13.1,0.504,0.508,4.0,5.0,0.8,0.8,3.8,4.6,3.7,0.8,0.1,1.1,2.1,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30.0,18,18,39.3,3.4,8.4,0.404,2.9,7.3,0.397,0.5,1.1,0.45,0.576,0.9,1.0,0.889,0.4,4.1,4.6,1.7,1.2,0.1,0.4,2.7,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29.0,10,0,3.7,1.1,2.2,0.5,0.4,1.0,0.4,0.7,1.2,0.583,0.591,0.6,0.6,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32.0,17,17,37.0,9.8,19.3,0.506,1.4,4.0,0.338,8.4,15.3,0.55,0.541,6.5,7.8,0.841,2.4,4.9,7.4,4.6,2.1,0.6,1.5,1.5,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27.0,2,2,20.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.3820000000000001,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26.0,11,0,11.5,0.8,1.7,0.474,0.3,0.6,0.429,0.5,1.1,0.5,0.553,0.2,0.2,1.0,0.3,1.2,1.5,0.9,0.7,0.0,0.5,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27.0,4,4,28.3,2.3,5.8,0.391,1.8,4.5,0.389,0.5,1.3,0.4,0.543,0.0,0.0,0.3820000000000001,0.5,2.3,2.8,4.3,1.3,1.0,0.3,2.8,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24.0,8,0,3.8,0.5,1.0,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.6,0.8,0.833,0.5,0.6,1.1,0.0,0.0,0.0,0.1,0.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,12,0,24.7,4.7,7.6,0.615,0.0,0.1,0.0,4.7,7.5,0.622,0.615,3.0,4.5,0.667,3.1,3.8,6.9,2.0,0.8,0.8,1.0,1.9,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,6,0,28.3,6.7,12.2,0.548,1.5,4.0,0.375,5.2,8.2,0.633,0.61,2.7,3.0,0.889,0.8,2.3,3.2,1.3,0.5,0.2,1.7,2.8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24.0,5,4,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3.0,5.6,0.536,0.538,1.0,2.0,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1.0,2.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34.0,6,6,29.0,3.2,9.5,0.333,0.8,4.2,0.2,2.3,5.3,0.438,0.377,2.0,2.5,0.8,0.3,2.8,3.2,4.8,0.8,0.3,2.2,3.2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29.0,12,0,26.5,3.5,7.3,0.477,2.1,5.3,0.391,1.4,2.0,0.708,0.619,0.4,0.4,1.0,0.3,4.0,4.3,0.9,0.4,0.3,0.6,1.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31.0,5,0,11.4,3.8,5.8,0.655,0.8,1.2,0.667,3.0,4.6,0.652,0.724,2.2,3.0,0.733,0.6,2.8,3.4,1.2,0.6,0.2,1.4,1.8,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31.0,9,0,7.7,0.9,2.4,0.364,0.3,1.1,0.3,0.6,1.3,0.417,0.432,0.1,0.2,0.5,0.6,1.1,1.7,0.6,0.4,0.2,0.4,0.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
